practice_name,phone,fax,address_line_1,address_line_2,city,state,zip_code,primary_taxonomy,taxonomy_code,estimated_physician_count,physician_names_sample,npi,enumeration_type,enumeration_date,last_updated,authorized_official_name,authorized_official_title,all_taxonomies,country,Called_Status,Date Called,Daytime Call Time,After Hrs Call Time,Category_A_FollowUp_WorkHours,Category_B_NewPatient_WorkHours,Category_C_AfterHours_FollowUp,Category_D_AfterHrs_NewPatient,Overall_System_Type,Unified_Call_Notes
AVERA MCKENNAN,(605) 336-2638,605-334-3500,2908 E. 26TH ST.,,SIOUX FALLS,SD,571034034,Orthopaedic Surgery,207X00000X,1,"TRAVIS LIDDELL, M.D.",1467752899,NPI-2,2010-11-02,2012-08-29,JULIE NORTON,Senior VP of Finance,Podiatrist; Orthopaedic Surgery,United States,No,,,,,,,,,
SPECIALTY ORTHOPEDICS PROF LLC,(605) 335-1952,605-373-9971,1727 S CLEVELAND AVE,,SIOUX FALLS,SD,571033245,Orthopaedic Surgery,207X00000X,1,"DANIEL MACRANDALL, M.D.",1285993899,NPI-2,2012-05-16,2012-05-16,TIMOTHY LEEBURTON,Owner,Orthopaedic Surgery,United States,No,,,,,,,,,
APPALACHIAN ORTHOPAEDIC ASSOCIATES P C,(423) 844-6454,423-844-6499,1 MEDICAL PARK BLVD,SUITE 300 EAST,BRISTOL,TN,376207430,Orthopaedic Surgery,207X00000X,1,"JOHN CHANDLER, M.D.",1326067315,NPI-2,2006-07-19,2024-06-17,DARYN KEENEY,DOO,Orthopaedic Surgery,United States,No,,,,,,,,,
ASSOCIATED ORTHOPAEDICS OF KINGSPORT PC,(423) 245-3161,423-857-8129,1 MEDICAL PARK BLVD,SUITE 300 EAST,BRISTOL,TN,376207430,Orthopaedic Surgery,207X00000X,1,"JOHN CHANDLER, M.D.",1760743553,NPI-2,2012-06-07,2012-08-13,SANDRA WELLS,PRACTICE MANAGER,Orthopaedic Surgery,United States,No,,,,,,,,,
BATTLEFIELD ORTHOPEDICS PC,(423) 826-8585,423-826-8588,7011 SHALLOWFORD RD,SUITE 106,CHATTANOOGA,TN,374216727,Orthopaedic Surgery,207X00000X,1,"JOHN GRACY, MD",1275573909,NPI-2,2006-06-08,2009-05-28,JOHN GRACY,Owner,Orthopaedic Surgery,United States,No,,,,,,,,,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,(423) 778-5630,,975 E 3RD ST,,CHATTANOOGA,TN,37403,Internal Medicine,207R00000X,1,"JEREMY BRUCE, MD",1154751931,NPI-2,2013-11-15,2018-07-09,JAMES TABOR,Chief Financial Officer,"Family Medicine; Dermatology; Neurological Surgery; Obstetrics & Gynecology; Orthopaedic Surgery; Pediatrics; Physical Medicine & Rehabilitation; Psychiatry & Neurology, Psychiatry; Radiology, Vascular & Interventional Radiology; Surgery; Urology; Hospitalist; Internal Medicine",United States,No,,,,,,,,,
BLOUNT ORTHOPAEDIC ASSOCIATES PA,(865) 632-5577,865-632-5584,2001 LAUREL AVE,SUITE 402 NEWLAND PROFESSIONAL BLDG.,KNOXVILLE,TN,379161810,Orthopaedic Surgery,207X00000X,1,"JAMES BURKHART, MD",1275649519,NPI-2,2006-08-21,2022-12-05,TAMMY BEARDSLEY-RAY,Administrator,Orthopaedic Surgery; Orthopaedic Surgery; Orthopaedic Surgery,United States,No,,,,,,,,,
SCOLIOSIS & SPINE SURGERY CLINIC OF MEMPHIS PLLC,(901) 767-9500,901-767-0911,6005 PARK AVE,SUITE 400,MEMPHIS,TN,381195214,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,1,"FRANCIS CAMILLO, M.D.",1003994047,NPI-2,2006-11-01,2009-02-18,DOUGLAS LINVILLE,Owner,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
EAST TENNESSEE CENTER FOR ORTHOPAEDIC EXCELLENCE PLLC,(423) 353-1070,423-353-1209,2263 SANDSTONE DR,,MORRISTOWN,TN,378142593,Orthopaedic Surgery,207X00000X,1,"RONALD CHRISTOPHER, MD",1235545583,NPI-2,2014-07-08,2016-02-02,RONALD CHRISTOPHER,Owner/Physician,Orthopaedic Surgery,United States,No,,,,,,,,,
"BONE & JOINT SPECIALISTS, PLLC",(731) 644-0474,731-644-1892,1004 CORNERSTONE DR,,PARIS,TN,382425847,Orthopaedic Surgery,207X00000X,1,"GERALD CHANDLER, M.D.",1336285535,NPI-2,2007-01-29,2020-08-22,GERALD CHANDLER,Chief Manager,Orthopaedic Surgery,United States,No,,,,,,,,,
CHRISTOPHER S BOWMAN MD PC,(865) 213-8593,865-213-8596,304 WRIGHT ST,,SWEETWATER,TN,378741181,Orthopaedic Surgery,207X00000X,1,"CHRISTOPHER BOWMAN, M.D.",1659540789,NPI-2,2008-02-22,2008-02-22,DEBBIE THOMPSON,CFO,Orthopaedic Surgery,United States,No,,,,,,,,,
AMG-SOUTHERN TENNESSEE LLC,(931) 968-1232,931-968-9869,183 HOSPITAL RD,SUITE B,WINCHESTER,TN,373982470,Durable Medical Equipment & Medical Supplies,332B00000X,1,"RICHARD BAGBY, M.D.",1861838476,NPI-2,2013-05-22,2022-09-24,MONICA BOWMAN,President,Orthopaedic Surgery; Durable Medical Equipment & Medical Supplies,United States,No,,,,,,,,,
"AMG-SOUTHERN TENNESSEE, LLC",(931) 962-2272,931-962-8588,183 HOSPITAL RD,SUITE B,WINCHESTER,TN,373982470,Durable Medical Equipment & Medical Supplies,332B00000X,1,"RICHARD BAGBY, M.D.",1467769331,NPI-2,2010-09-13,2021-11-23,KATHY TEAGUE,"AVP, Secretary","Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Durable Medical Equipment & Medical Supplies",United States,No,,,,,,,,,
CUMBERLAND HEALTHCARE GROUP PLLC,(931) 968-1232,931-968-9869,183 HOSPITAL RD,SUITE #B,WINCHESTER,TN,373982470,Orthopaedic Surgery,207X00000X,1,"RICHARD BAGBY, M.D.",1871708966,NPI-2,2007-05-11,2010-09-27,STEVEN STEWART,Practice Administrator,Orthopaedic Surgery,United States,No,,,,,,,,,
"ORTHOTX, PLLC",(817) 375-5200,817-299-1708,800 ORTHOPEDIC WAY,,ARLINGTON,TX,760151629,Orthopaedic Surgery,207X00000X,1,"CAMERON ATKINSON, M.D.",1336134469,NPI-2,2005-09-14,2025-11-24,ERIC WIESER,President,Orthopaedic Surgery,United States,No,,,,,,,,,
BENJAMIN P AMIS MD PLLC,(512) 960-4590,,3901 MEDICAL PKWY,SUITE 301,AUSTIN,TX,787564027,Orthopaedic Surgery,207X00000X,1,"BENJAMIN AMIS, MD",1801274196,NPI-2,2015-05-07,2015-05-07,BENJAMIN AMIS,Owner,Orthopaedic Surgery,United States,No,,,,,,,,,
CENTRAL TEXAS PEDIATRIC ORTHOPEDICS AND SCOLIOSIS SURGERY PA,(512) 478-8116,512-478-9368,12201 RENFERT WAY,SUITE 115,AUSTIN,TX,787585354,"Orthopaedic Surgery, Pediatric Orthopaedic Surgery",207XP3100X,1,"CODY ANDERSON, MD",1003959958,NPI-2,2007-02-14,2008-08-08,JOHN WILLIAMS,President,"Orthopaedic Surgery; Orthopaedic Surgery, Pediatric Orthopaedic Surgery",United States,No,,,,,,,,,
"DR. RICHARD BARBER, PLLC",(361) 248-2663,361-356-7420,4455 S PADRE ISLAND DR STE 13,,CORPUS CHRISTI,TX,784115161,"Orthopaedic Surgery, Orthopaedic Trauma",207XX0801X,1,"RICHARD BARBER, M.D.",1275248999,NPI-2,2023-01-17,2025-11-19,RICHARD BARBER,MD/Owner,"Registered Nurse, Wound Care; Physician Assistant, Surgical; Orthopaedic Surgery; Nurse Practitioner, Family; Orthopaedic Surgery, Orthopaedic Trauma",United States,No,,,,,,,,,
AASHMD PLLC,(214) 824-7744,214-824-7755,1015 N CARROLL AVE STE 2000,,DALLAS,TX,752046607,"Orthopaedic Surgery, Sports Medicine",207XX0005X,1,"ALI ASHRAF, M.D.",1578112264,NPI-2,2019-09-05,2020-04-09,ALI ASHRAF,MD,"Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
"ADVANCED SPINE & SCOLIOSIS INSTITUTE, P.A.",(214) 948-6300,214-948-6308,221 W COLORADO BLVD,"SUITE 925, PAVILION II",DALLAS,TX,752082363,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,1,"ANTONIO ARAZOZA, M.D.",1861422693,NPI-2,2006-07-04,2008-08-20,MICHAEL RIMLAWI,President,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
APPLE HEALTH OF LOUISIANA LLC,(214) 217-0100,214-217-0099,9301 N CENTRAL EXPY,"TOWER II, SUITE 360",DALLAS,TX,752310806,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,1,"JOHN BAKER, M.D.",1275726648,NPI-2,2007-08-20,2007-11-29,WAYNE SPARKS,Chief Financial Officer,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
CARROLL AVE IMAGING LLC,(214) 504-3487,214-824-7755,1015 N CARROLL AVE STE 2000,,DALLAS,TX,752046607,"Clinic/Center, Multi-Specialty",261QM1300X,1,"ALI ASHRAF, M.D.",1467006338,NPI-2,2019-07-30,2025-05-14,JAMES MCCARTY,Owner,"Family Medicine; Internal Medicine; Pediatrics, Adolescent Medicine; Podiatrist; Podiatrist, Sports Medicine; Clinic/Center, Magnetic Resonance Imaging (MRI); Clinic/Center, Radiology; Clinic/Center, Multi-Specialty",United States,No,,,,,,,,,
MISC ASSOCIATES PLLC,(972) 884-4400,,10400 N CENTRAL EXPY,,DALLAS,TX,752312297,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,1,"BRYCE BENBOW, DO",1891043774,NPI-2,2012-08-27,2012-08-27,MICHAEL RIMLAWI,CEO,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
"MISI ASSOCIATES, PLLC",(972) 884-4301,214-253-4545,10400 N CENTRAL EXPY,,DALLAS,TX,752312297,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,1,"BRYCE BENBOW, DO",1730449091,NPI-2,2012-05-21,2012-05-21,MICHAEL RIMLAWI,President,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
THOMAS C DILIBERTI MD PA,(214) 528-6210,214-528-3885,9301 N CENTRAL EXPY,STE. 340,DALLAS,TX,752310806,"Orthopaedic Surgery, Hand Surgery",207XS0106X,1,"JOHN BAKER, M.D.",1003100058,NPI-2,2011-06-07,2011-06-07,THOMAS DILIBERTI,Owner,"Orthopaedic Surgery, Hand Surgery",United States,No,,,,,,,,,
"ORTHOPEDIC SPECIALISTS OF NORTH TEXAS, PLLC",(940) 382-1577,940-387-5471,2535 W OAK ST,,DENTON,TX,762012331,Orthopaedic Surgery,207X00000X,1,"CHRISTOPHER FLOWERS, M.D.",1457977365,NPI-2,2020-06-17,2020-06-17,SARA BOOHER,Practice Admininistor,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States,No,,,,,,,,,
ADAMS BONE AND JOINT PLLC,(682) 499-2663,682-703-1193,7000 BRYANT IRVIN RD STE 108,,FORT WORTH,TX,761324251,Orthopaedic Surgery,207X00000X,1,"BROOK ADAMS, MD",1497253934,NPI-2,2018-01-30,2020-01-10,BROOK ADAMS,owner/orthopedic surgeon,Orthopaedic Surgery,United States,No,,,,,,,,,
TEXAS HEALTH PHYSICIAN AFFILIATES BLUE PLLC,(682) 236-7678,,2901 ACME BRICK PLZ,,FORT WORTH,TX,761094124,Physical Therapist,225100000X,1,"BRET BEAVERS, MD",1376413856,NPI-2,2025-11-10,2026-03-04,SHAWN PARKLEY,President,"Physical Therapist, Orthopedic; Podiatrist, Foot & Ankle Surgery; Physician Assistant; Physician Assistant, Surgical; Nurse Practitioner; Podiatrist; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery; Anesthesiology, Pain Medicine; Occupational Therapist; Physical Therapist, Sports; Physical Therapist",United States,No,,,,,,,,,
BAYLOR COLLEGE OF MEDICINE,(713) 986-6000,,20207 CHASEWOOD PARK DR STE 204,,HOUSTON,TX,770701442,Orthopaedic Surgery,207X00000X,1,"MELISSA ARIEF, M.D.",1851139240,NPI-2,2024-07-18,2024-07-18,RICHARD ALLISON,Director,"Orthopaedic Surgery; Orthopaedic Surgery, Pediatric Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma",United States,No,,,,,,,,,
BAYLOR COLLEGE OF MEDICINE,(713) 986-6024,713-986-6021,6620 MAIN ST,SUITE 1325,HOUSTON,TX,770302348,Orthopaedic Surgery,207X00000X,1,"RUBIN BASHIR, MD",1013086941,NPI-2,2006-11-07,2020-08-22,MICHAEL HEGGENESS,Chief,Orthopaedic Surgery,United States,No,,,,,,,,,
SHRINERS HOSPITALS FOR CHILDREN,(713) 797-1616,713-797-1029,6977 MAIN ST,,HOUSTON,TX,770303701,Orthopaedic Surgery,207X00000X,1,"DOUGLAS BARNES, M.D.",1760722615,NPI-2,2013-02-28,2019-01-31,JERRY GANTT,President,"Dentist, Oral and Maxillofacial Surgery; Neurological Surgery; Orthopaedic Surgery, Pediatric Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Otolaryngology; Physical Medicine & Rehabilitation, Pediatric Rehabilitation Medicine; Plastic Surgery; Psychiatry & Neurology, Psychiatry; Nurse Practitioner, Pediatrics; Surgery; Surgery, Trauma Surgery; Nurse Practitioner; Nurse Practitioner, Family; Orthopaedic Surgery",United States,No,,,,,,,,,
PRECISION ORTHOPEDICS & SPORTS MEDICINE,(972) 438-4636,972-438-6585,2120 N MACARTHUR BLVD,SUITE 100,IRVING,TX,750612225,Orthopaedic Surgery,207X00000X,1,"ROBERT BAYLESS, M.D.",1538257621,NPI-2,2006-10-11,2024-03-07,MELYNN FANNING,Office Manager,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Physical Medicine & Rehabilitation, Pain Medicine",United States,No,,,,,,,,,
DR. MAXWELL S. ADU-LARTEY PA,(832) 321-4076,832-321-4080,705 S FRY RD,SUITE 215,KATY,TX,774502251,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,1,"SAMUEL ADU-LARTEY, DO",1982006508,NPI-2,2014-09-26,2014-10-16,SAMUEL ADU-LARTEY,President,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER @ LUBBOCK,(806) 743-2475,806-743-1290,3601 4TH ST,,LUBBOCK,TX,794309906,Orthopaedic Surgery,207X00000X,1,"CYRUS CAROOM, MD",1821397571,NPI-2,2011-03-21,2019-10-01,BRENT MAGERS,CEO,"Orthopaedic Surgery, Pediatric Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Orthopaedic Surgery",United States,No,,,,,,,,,
RECONSTRUCTIVE ORTHOPAEDIC SURGEONS P.A.,(972) 608-8868,972-608-0366,6020 W PARKER RD,STE 470,PLANO,TX,750938171,"Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery",207XS0114X,1,"JOHN BARRINGTON, MD",1912941758,NPI-2,2006-06-15,2010-10-29,ROGER EMERSON,President,"Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery",United States,No,,,,,,,,,
HAND CENTER PA,(210) 558-7025,210-558-4664,21 SPURS LN STE 248,,SAN ANTONIO,TX,782401671,Orthopaedic Surgery,207X00000X,1,"MARK BAGG, MD",1154398949,NPI-2,2006-03-01,2024-12-09,CRISTY ZOPP,Billing Office Manager,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Plastic Surgery; Plastic Surgery, Plastic Surgery Within the Head and Neck; Plastic Surgery, Surgery of the Hand; Occupational Therapist; Occupational Therapist, Hand",United States,No,,,,,,,,,
ORTHO HOUSTON,(713) 714-1256,727-781-3312,15200 SOUTHWEST FWY STE 350,,SUGAR LAND,TX,774783880,"Orthopaedic Surgery, Pediatric Orthopaedic Surgery",207XP3100X,1,"TERRENCE ANDERSON, M.D.",1609423409,NPI-2,2019-08-26,2022-04-14,TERRENCE ANDERSON,President,"Orthopaedic Surgery; Orthopaedic Surgery, Pediatric Orthopaedic Surgery",United States,No,,,,,,,,,
TMH PHYSICIAN ORGANIZATION,(936) 321-0800,713-790-7500,17198 ST LUKES WAY STE 600,,THE WOODLANDS,TX,773848017,Orthopaedic Surgery,207X00000X,1,"MARK GENDI, DO",1720454291,NPI-2,2015-08-19,2015-08-19,STEPHEN SPIELMAN,SENIOR VICE PRESIDENT & COO,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Physician Assistant; Orthopaedic Surgery",United States,No,,,,,,,,,
"CENTRAL TEXAS ORTHOPAEDIC FOOT AND ANKLE CENTER, PLLC",(254) 313-9559,254-522-7964,5100 FRANKLIN AVE,,WACO,TX,767106922,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,1,"PAUL BEDNARZ, M.D.",1629682919,NPI-2,2020-09-03,2024-06-10,PAUL BEDNARZ,Owner/Physician,"Orthopaedic Surgery, Foot and Ankle Surgery",United States,No,,,,,,,,,
"BLASICK ORTHOPEDICS, PLLC",(254) 224-8062,254-224-6385,7005 WOODWAY DR STE 101,,WOODWAY,TX,767126160,Orthopaedic Surgery,207X00000X,1,"JEFFREY BLASICK, D.O.",1992349823,NPI-2,2019-11-04,2024-08-20,JEFFREY BLASICK,Orthopedic Surgeon,Orthopaedic Surgery,United States,No,,,,,,,,,
GORDON W AFFLECK MD PC,(801) 292-6356,801-292-6356,1517 S 1500 E,,BOUNTIFUL,UT,84010,Orthopaedic Surgery,207X00000X,1,"GORDON AFFLECK, M.D.",1528120409,NPI-2,2006-12-15,2023-03-07,GORDON AFFLECK,President Gordon W Affleck MD PC,Orthopaedic Surgery,United States,No,,,,,,,,,
MOUNTAIN VIEW FOOT AND ANKLE SPECIALISTS INC,(435) 723-9700,435-723-9710,1030 S MEDICAL DR STE A,,BRIGHAM CITY,UT,843023119,"Podiatrist, Foot & Ankle Surgery",213ES0103X,1,"MICHAEL HOFFMAN, MD",1598761090,NPI-2,2005-06-21,2025-05-14,SPENCER HENINGER,President,"Orthopaedic Surgery, Sports Medicine; Nurse Practitioner; Podiatrist, Foot & Ankle Surgery",United States,No,,,,,,,,,
"ORTHOUTAH, LLC",(435) 734-2151,435-723-3391,990 MEDICAL DR,SUITE G4,BRIGHAM CITY,UT,843024713,Orthopaedic Surgery,207X00000X,1,"MATTHEW BITNER, M.D.",1447474929,NPI-2,2007-04-13,2021-07-13,MATTHEW BITNER,Physician Owner,Orthopaedic Surgery,United States,No,,,,,,,,,
"DR. RANDY G DELCORE, M.D. P.C.",(435) 586-1003,435-865-9874,1335 NORTHFIELD RD STE 200,,CEDAR CITY,UT,847209489,Orthopaedic Surgery,207X00000X,1,"RANDY DELCORE, M.D.",1205020120,NPI-2,2007-09-04,2007-09-04,RANDY DELCORE,President,Orthopaedic Surgery,United States,No,,,,,,,,,
NATHAN C WEAVER DO PC,(435) 586-1003,435-865-9874,1335 NORTHFIELD RD STE 200,,CEDAR CITY,UT,847219489,Orthopaedic Surgery,207X00000X,1,"RANDY DELCORE, M.D.",1699653709,NPI-2,2025-08-26,2025-08-26,NATHAN WEAVER,Owner,Orthopaedic Surgery,United States,No,,,,,,,,,
"IHC HEALTH SERVICES, INC",(801) 779-6200,801-779-6294,2075 N 1200 W,,LAYTON,UT,840411616,"Pediatrics, Sports Medicine",2080S0010X,1,"CRAIG HATTON, MD",1740212570,NPI-2,2006-07-06,2025-09-11,PAUL VAN WAGENEN,Director of Operations,"Psychologist; Family Medicine; Internal Medicine; Obstetrics & Gynecology; Otolaryngology; Pediatrics; Pediatrics, Sports Medicine",United States,No,,,,,,,,,
SUMMIT BRAIN AND SPINE PC,(385) 345-3560,877-331-0467,3000 N TRIUMPH BLVD STE 330,,LEHI,UT,840437188,Neurological Surgery,207T00000X,1,GARY EDWARDS,1962045096,NPI-2,2019-10-22,2026-01-15,JOHN EDWARDS,Neurosurgeon,Orthopaedic Surgery; Neurological Surgery,United States,No,,,,,,,,,
MOAB VALLEY HEALTHCARE INC,(435) 719-3538,435-719-3549,450 WILLIAMS WAY,,MOAB,UT,84532,"Nurse Anesthetist, Certified Registered",367500000X,1,"KIMBERLY FRANKE, M.D.",1700857398,NPI-2,2006-01-31,2017-02-23,JENNIFER SAFOFF,Chief Executive Officer,"Anesthesiology; Internal Medicine; Orthopaedic Surgery; Radiology, Body Imaging; Surgery; Nurse Anesthetist, Certified Registered",United States,No,,,,,,,,,
IHC HEALTH SERVICES INC,(801) 507-3475,,5169 COTTONWOOD ST,#430,MURRAY,UT,841076767,Orthopaedic Surgery,207X00000X,1,"ROBERT HILLYARD, MD",1215130646,NPI-2,2007-06-05,2008-07-31,LINDA LECKMAN,CEO Intermountain Medical Group,Orthopaedic Surgery,United States,No,,,,,,,,,
ROY H TRAWICK MD PC,(801) 314-4345,801-314-4015,5848 FASHION BLVD STE 110,,MURRAY,UT,841076121,"Orthopaedic Surgery, Sports Medicine",207XX0005X,1,"YVONNE FUELLENBACH, PA-C",1588849483,NPI-2,2008-01-09,2009-11-09,GENE OAKES,Business Administrator,"Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
IHC HEALTH SERVICES INC,(801) 285-4650,,3723 W 12600 S,#460,RIVERTON,UT,840657295,Orthopaedic Surgery,207X00000X,1,"ERIC DOCKTER, M.D.",1952563579,NPI-2,2008-06-25,2009-08-31,LINDA LECKMAN,CEO Intermountain Medical Group,Orthopaedic Surgery,United States,No,,,,,,,,,
"IHC HEALTH SERVICES, INC",(801) 464-7500,801-464-7876,2000 S 900 E,,SALT LAKE CITY,UT,841053208,Internal Medicine,207R00000X,1,"PILAR DECHET, MD",1508904947,NPI-2,2007-02-01,2008-07-31,LINDA LECKMAN,Vice President Chief Ex Officer,"Counselor, Mental Health; Pharmacist; Allergy & Immunology; Dermatology; Internal Medicine, Gastroenterology; Internal Medicine, Pulmonary Disease; Neurological Surgery; Obstetrics & Gynecology; Orthopaedic Surgery; Otolaryngology; Pediatrics; Technician, Pathology, Medical Laboratory; Radiologic Technologist, Radiography; Internal Medicine",United States,No,,,,,,,,,
"ANTHONY S GORDON, MDPC",(801) 571-9433,801-572-5607,9844 S 1300 E,SUITE #100,SANDY,UT,840944673,Orthopaedic Surgery,207X00000X,1,"ANTHONY GORDON, MD",1083809214,NPI-2,2007-09-11,2007-09-11,ANTHONY GORDON,owner,Orthopaedic Surgery,United States,No,,,,,,,,,
"CHRISTIAN L. SYBROWSKY, MD, PLLC",(801) 571-9433,801-572-5607,9844 S 1300 E,SUITE 100,SANDY,UT,840944673,Orthopaedic Surgery,207X00000X,1,"ANTHONY GORDON, MD",1205266616,NPI-2,2013-11-21,2013-11-21,CHRISTIAN SYBROWSKY,Member,Orthopaedic Surgery,United States,No,,,,,,,,,
"DONALD A. SCHMIDT M.D,P.C.",(801) 571-7061,801-571-9277,9844 S 1300 E,#275,SANDY,UT,840944673,Orthopaedic Surgery,207X00000X,1,"ANTHONY GORDON, MD",1740510189,NPI-2,2010-01-07,2010-07-13,CARMA MORGAN,Office Manager,Orthopaedic Surgery,United States,No,,,,,,,,,
"GORDON R. KIMBALL M.D.,P.C.",(801) 571-7061,801-572-4564,9844 S 1300 E,SUITE 275,SANDY,UT,840944673,Orthopaedic Surgery,207X00000X,1,"ANTHONY GORDON, MD",1316270655,NPI-2,2009-09-17,2010-07-13,CARMA MORGAN,Office Manager,"Physician Assistant, Surgical; Orthopaedic Surgery",United States,No,,,,,,,,,
IHC HEALTH SERVICES INC,(801) 571-7061,,9844 S 1300 E,STE 275,SANDY,UT,840944692,Orthopaedic Surgery,207X00000X,1,"ANTHONY GORDON, MD",1912367780,NPI-2,2016-03-07,2016-04-08,LINDA LECKMAN,CEO INTERMOUNTAIN MEDICAL GROUP,Orthopaedic Surgery,United States,No,,,,,,,,,
IHC HEALTH SERVICES INC,(801) 501-6150,,9450 S 1300 E,SUITE 120,SANDY,UT,840945555,Orthopaedic Surgery,207X00000X,1,"NATHANIEL BRYAN, MD",1457482234,NPI-2,2007-03-07,2013-05-09,LINDA LECKMAN,CEO Intermountain Medical Group,Orthopaedic Surgery,United States,No,,,,,,,,,
"JAMES R. MEADOWS, MD, PLLC",(801) 571-9433,801-572-5607,9844 S 1300 E,STE 100,SANDY,UT,840944673,Orthopaedic Surgery,207X00000X,1,"ANTHONY GORDON, MD",1386051530,NPI-2,2014-07-21,2014-07-21,JAMES MEADOWS,Owner,Orthopaedic Surgery,United States,No,,,,,,,,,
HEALTH SERVICES INC,(435) 251-3793,,652 S MEDICAL CENTER DR,,ST GEORGE,UT,847907049,"Internal Medicine, Sports Medicine",207RS0010X,1,"DARIN ALLRED, D.O",1932666781,NPI-2,2019-02-28,2019-02-28,MARK BRIESACHER,SVP-Chief Phys Exec/Pres-IM Group,"Preventive Medicine, Occupational Medicine; Internal Medicine, Sports Medicine",United States,No,,,,,,,,,
IHC HEALTH SERVICES INC,(435) 251-3600,,652 S MEDICAL CENTER DR,#120,ST GEORGE,UT,847900000,Orthopaedic Surgery,207X00000X,1,"DARIN ALLRED, D.O",1508995325,NPI-2,2007-03-05,2025-03-20,JP VALIN,EVP Chief Clinical Officer,Orthopaedic Surgery,United States,No,,,,,,,,,
IHC HEALTH SERVICES INC,(435) 251-3700,,652 S MEDICAL CENTER DR,SUITE 420,ST GEORGE,UT,847907049,Neurological Surgery,207T00000X,1,"DARIN ALLRED, D.O",1649413303,NPI-2,2009-04-10,2012-08-21,LINDA LECKMAN,CEO Intermountain Medical Group,Orthopaedic Surgery; Neurological Surgery,United States,No,,,,,,,,,
IHC HEALTH SERVICES INC,(435) 251-2677,,652 S MEDICAL CENTER DR,#LL20,ST GEORGE,UT,847900000,"Orthopaedic Surgery, Sports Medicine",207XX0005X,1,"DARIN ALLRED, D.O",1649426800,NPI-2,2008-08-07,2009-08-31,LINDA LECKMAN,CEO Intermountain Medical Group,"Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
IHC HEALTH SERVICES INC,(435) 251-2650,,652 S MEDICAL CENTER DR,SUITE 400,ST GEORGE,UT,847907017,Orthopaedic Surgery,207X00000X,1,"DARIN ALLRED, D.O",1104953652,NPI-2,2007-02-28,2010-08-06,LINDA LECKMAN,CEO Intermountian Medical Group,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States,No,,,,,,,,,
