practice_name,phone,fax,address_line_1,address_line_2,city,state,zip_code,primary_taxonomy,taxonomy_code,estimated_physician_count,physician_names_sample,npi,enumeration_type,enumeration_date,last_updated,authorized_official_name,authorized_official_title,all_taxonomies,country
ATL ORTHOPEDICS MEDICAL GROUP LLC,(404) 662-3585,,3885 PRINCETON LAKES WAY SW STE 306,,ATLANTA,GA,303317100,Orthopaedic Surgery,207X00000X,0,,1124784368,NPI-2,2021-11-11,2021-11-11,LATRICIA BASS,CEO,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
ATLANTA BREAST RECONSTRUCTION,(631) 827-8159,,2795 PEACHTREE RD NE UNIT 309,,ATLANTA,GA,303053672,Orthopaedic Surgery,207X00000X,0,,1114422250,NPI-2,2018-03-29,2018-03-29,MATHEW JAMES,PATIENT ACCOUNTS,Orthopaedic Surgery,United States
ATLANTA KNEE AND SHOULDER CLINIC PC,(404) 352-4779,404-351-0551,3200 DOWNWOOD CIR NW STE 410,,ATLANTA,GA,30327,Orthopaedic Surgery,207X00000X,0,,1477039741,NPI-2,2018-07-19,2018-07-19,KATHY LANGFORD,Practice Manager,Orthopaedic Surgery,United States
"ATLANTA MEDICAL CENTER PHYSICIAN GROUP, LLC",(404) 530-3060,404-530-3053,3886 REDWINE ROAD,SUITE 160,ATLANTA,GA,30331,"Obstetrics & Gynecology, Gynecology",207VG0400X,0,,1235568387,NPI-2,2013-11-08,2016-05-26,WESLEY JAMES,"Regional CFO, Tenet","Physical Medicine & Rehabilitation; Orthopaedic Surgery; Plastic Surgery; Surgery; Internal Medicine, Cardiovascular Disease; Nuclear Medicine, Nuclear Cardiology; Obstetrics & Gynecology, Gynecologic Oncology; Obstetrics & Gynecology, Urogynecology and Reconstructive Pelvic Surgery; Obstetrics & Gynecology, Gynecology",United States
ATLANTA PLASTIC SURGERY GROUP LLC,(631) 827-5159,,2795 PEACHTREE RD NE UNIT 309,,ATLANTA,GA,303053672,Orthopaedic Surgery,207X00000X,0,,1215432349,NPI-2,2018-03-29,2018-03-29,MATHEW JAMES,PATIENT ACCOUNTS,Orthopaedic Surgery,United States
ATLANTA SPINE INSTITUTE,(404) 352-4500,404-252-6223,3200 DOWNWOOD CIR NW,SUITE 500,ATLANTA,GA,303271610,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1255535209,NPI-2,2007-06-13,2020-08-22,PATTI SELDERS ROBINSON,Accounts Manager Asst Office Mgr,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
"ATLANTA SPINE, PC",(678) 369-6934,,60 PEACHTREE PARK DR NE STE 200,,ATLANTA,GA,303091304,Orthopaedic Surgery,207X00000X,0,,1316507775,NPI-2,2019-06-18,2019-06-18,HARVINDER BHATTI,Owner,"Physical Medicine & Rehabilitation, Pain Medicine; Pain Medicine, Interventional Pain Medicine; Orthopaedic Surgery",United States
"ATLANTA SPINE, PC",(678) 369-6934,,755 MOUNT VERNON HWY NE STE 305,,ATLANTA,GA,303284290,Orthopaedic Surgery,207X00000X,0,,1518568591,NPI-2,2020-11-05,2020-11-05,HARVINDER BHATTI,Owner,"Physical Medicine & Rehabilitation, Pain Medicine; Pain Medicine, Interventional Pain Medicine; Orthopaedic Surgery",United States
ATLANTA SPORTS MEDICINE & ORTHOPAEDIC CENTER,(404) 352-4500,404-352-9962,3200 DOWNWOOD CIR NW,SUITE 500,ATLANTA,GA,303271610,"Family Medicine, Sports Medicine",207QS0010X,0,,1912030982,NPI-2,2007-03-13,2025-09-11,SARA ATWATER,Practice Administrator,"Orthopaedic Surgery, Sports Medicine; Family Medicine, Sports Medicine",United States
BARBOUR ORTHOPAEDICS & SPORTS MEDICINE PC,(404) 480-4330,404-480-4330,3240 NORTHEAST EXPY NE STE 100,,ATLANTA,GA,303414003,Orthopaedic Surgery,207X00000X,0,,1568781631,NPI-2,2010-05-27,2025-10-08,ALEJANDRO FERRER,Director of Operations,Orthopaedic Surgery,United States
BARBOUR ORTHOPAEDICS & SPORTS MEDICINE PC,(404) 480-9330,,5505 ROSWELL RD STE 100,,ATLANTA,GA,303421983,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1780215038,NPI-2,2020-01-27,2025-10-08,ALEJANDRO FERRER,DIrector of Operations,"Orthopaedic Surgery, Sports Medicine",United States
BOARD OF REGENTS OF THE UNIVERSITY SYSTEM OF GEORGIA AND ON BEHALF....,(404) 413-4040,404-413-4041,755 HANK AARON DR SW,,ATLANTA,GA,303151120,"Family Medicine, Sports Medicine",207QS0010X,0,,1114570389,NPI-2,2019-07-17,2019-07-17,JERRY RACKLIFFE,Senior VP for Finance and Admin.,"Family Medicine, Sports Medicine",United States
CHILDREN'S ORTHOPAEDICS OF ATLANTA P.C.,(404) 255-1933,404-256-7924,5445 MERIDIAN MARK ROAD,SUITE 250,ATLANTA,GA,30342,Orthopaedic Surgery,207X00000X,0,,1548247000,NPI-2,2005-12-27,2016-08-23,MICHAEL BUSCH,OWNER/PARTNER,Orthopaedic Surgery,United States
CURA ORTHOPEDICS LLC,(404) 282-8883,800-524-9785,5887 GLENRIDGE DR STE 110,,ATLANTA,GA,303285574,"Orthopaedic Surgery, Hand Surgery",207XS0106X,0,,1275336323,NPI-2,2025-03-31,2026-01-04,OPEYEMI LAMIKANRA,Physician,"Orthopaedic Surgery, Hand Surgery",United States
"DG SPORTS MEDICINE & WELLNESS, LLC",(678) 749-7020,,2625 PIEDMONT RD NE STE 56-435,,ATLANTA,GA,303243086,"Physical Medicine & Rehabilitation, Sports Medicine",2081S0010X,0,,1902487903,NPI-2,2021-04-20,2021-04-20,DIARA GROSS,Owner,"Physical Medicine & Rehabilitation, Sports Medicine",United States
DUNWOODY PHYSICIAN PRACTICE NETWORK INC,(770) 455-4009,,4500 N SHALLOWFORD RD,SUITE 500,ATLANTA,GA,303386476,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1285623850,NPI-2,2005-10-17,2020-08-22,PATRICK BIRMINGHAM,Director,"Orthopaedic Surgery, Sports Medicine",United States
ELLSWORTH FOOT AND ANKLE CLINIC,(404) 618-6077,801-253-6888,505 FAIRBURN RD SW STE 100,,ATLANTA,GA,303312012,"Clinic/Center, Podiatric",261QP1100X,0,,1639769672,NPI-2,2021-01-23,2024-09-25,RYAN ELLSWORTH,CEO,"Podiatrist; Podiatrist, Primary Podiatric Medicine; Podiatrist, Radiology; Podiatrist, Sports Medicine; Clinic/Center, Podiatric",United States
EMORY MEDICAL CARE FOUNDATION INC,(404) 778-5014,,80 JESSE HILL JR DR SE,,ATLANTA,GA,303033031,Orthopaedic Surgery,207X00000X,2,"ADAM BOISSONNEAULT, MD; ADAM BOISSONNEAULT, MD",1174789689,NPI-2,2008-08-04,2008-08-04,DOROTHY COOK-WALTER,Director,"Orthopaedic Surgery, Pediatric Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Orthopaedic Surgery",United States
EMORY MEDICAL CARE FOUNDATION INC,(404) 778-5014,,80 JESSE HILL JR DR SE,,ATLANTA,GA,303033031,Physical Medicine & Rehabilitation,208100000X,2,"ADAM BOISSONNEAULT, MD; ADAM BOISSONNEAULT, MD",1063678563,NPI-2,2008-08-04,2008-08-04,DOROTHY COOK-WALTER,Director,"Physical Medicine & Rehabilitation, Hospice and Palliative Medicine; Physical Medicine & Rehabilitation, Neuromuscular Medicine; Physical Medicine & Rehabilitation, Spinal Cord Injury Medicine; Physical Medicine & Rehabilitation, Pediatric Rehabilitation Medicine; Physical Medicine & Rehabilitation, Pain Medicine; Physical Medicine & Rehabilitation, Sports Medicine; Physical Medicine & Rehabilitation",United States
EMORY MEDICAL CARE FOUNDATION INC,(404) 778-5014,,80 JESSE HILL JR DR SE,,ATLANTA,GA,303033031,Pediatrics,208000000X,2,"ADAM BOISSONNEAULT, MD; ADAM BOISSONNEAULT, MD",1730345240,NPI-2,2008-08-04,2008-08-04,DOROTHY COOK-WALTER,Director,"Pediatrics, Adolescent Medicine; Pediatrics, Neonatal-Perinatal Medicine; Pediatrics, Neurodevelopmental Disabilities; Pediatrics, Pediatric Allergy/Immunology; Pediatrics, Pediatric Cardiology; Pediatrics, Pediatric Critical Care Medicine; Pediatrics, Pediatric Emergency Medicine; Pediatrics, Pediatric Endocrinology; Pediatrics, Pediatric Gastroenterology; Pediatrics, Pediatric Hematology-Oncology; Pediatrics, Pediatric Infectious Diseases; Pediatrics, Sports Medicine; Pediatrics, Sleep Medicine; Pediatrics, Medical Toxicology; Pediatrics",United States
"GEORGIA BONE & JOINT, LLC",(404) 255-5595,,5673 PEACHTREE DUNWOODY RD STE 825,,ATLANTA,GA,303421771,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,0,,1235911751,NPI-2,2023-10-18,2023-10-18,JENNIFER BALDOCK,Officer and Authorized Official,"Orthopaedic Surgery, Foot and Ankle Surgery",United States
"GEORGIA HAND , SHOULDER AND ELBOW, P.C.",(404) 352-3522,404-601-1235,2061 PEACHTREE RD NE STE 500,,ATLANTA,GA,303091446,"Orthopaedic Surgery, Hand Surgery",207XS0106X,1,"RANDALL ALEXANDER, M.D.",1669406591,NPI-2,2006-07-10,2022-12-07,SAMUEL PAYNE,Medical Doctor,"Orthopaedic Surgery, Hand Surgery",United States
GUMIDYALA ORTHOPEDICS,(404) 252-2422,,5667 PEACHTREE DUNWOODY RD STE 220,,ATLANTA,GA,303421725,Orthopaedic Surgery,207X00000X,0,,1013620236,NPI-2,2023-01-03,2023-01-03,KRISHNA GUMIDYALA,Owner,Orthopaedic Surgery,United States
"JIM W. RODERIQUE, M.D., P.C.",(404) 872-4263,404-873-2455,955 SPRING ST NW,,ATLANTA,GA,303093821,"Orthopaedic Surgery, Hand Surgery",207XS0106X,0,,1619998721,NPI-2,2006-07-22,2020-08-22,CAROL CAUDELL,Administrator,"Orthopaedic Surgery, Hand Surgery",United States
"JON L. HYMAN, MD, PC",(770) 363-8770,404-287-6639,5667 PEACHTREE DUNWOODY RD NE,SUITE 220,ATLANTA,GA,303421725,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1841472461,NPI-2,2007-12-05,2008-04-24,JON HYMAN,President,"Orthopaedic Surgery, Sports Medicine",United States
"MOREHOUSE HEALTHCARE, INC.",(404) 756-1241,404-756-1237,455 LEE ST SW STE 300,,ATLANTA,GA,303101408,Family Medicine,207Q00000X,0,,1285813212,NPI-2,2007-10-26,2023-06-14,JASMINE BAJNATH,Credentialing Manager,"Family Medicine, Adolescent Medicine; Family Medicine, Adult Medicine; Family Medicine, Geriatric Medicine; Family Medicine, Hospice and Palliative Medicine; Internal Medicine; Obstetrics & Gynecology; Obstetrics & Gynecology, Gynecology; Obstetrics & Gynecology, Obstetrics; Family Medicine, Sports Medicine; Pediatrics, Pediatric Hematology-Oncology; Surgery; Pediatrics; Psychologist; Psychologist, Family; Family Medicine",United States
"ORTHOATLANTA, LLC",(404) 352-1053,404-350-0840,105 COLLIER RD NW,SUITE 2000,ATLANTA,GA,303091710,Orthopaedic Surgery,207X00000X,0,,1275653107,NPI-2,2007-04-02,2017-09-13,MICHAEL OCHAL,CEO,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Physician Assistant; Orthopaedic Surgery",United States
"ORTHOATLANTA, LLC",(404) 352-1015,,1800 HOWELL MILL RD NW,SUITE 200,ATLANTA,GA,303182538,Orthopaedic Surgery,207X00000X,0,,1851756506,NPI-2,2015-12-23,2025-12-04,MICHAEL OCHAL,CEO,"Radiologic Technologist, Magnetic Resonance Imaging; Physical Medicine & Rehabilitation, Pain Medicine; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Physical Therapist, Orthopedic; Physician Assistant; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery",United States
"ORTHOATLANTA, LLC",(770) 953-6929,,3100 INTERSTATE NORTH CIR SE STE 500,,ATLANTA,GA,303392296,Orthopaedic Surgery,207X00000X,0,,1982618294,NPI-2,2006-07-29,2025-12-04,MICHAEL OCHAL,CEO,"Physician Assistant; Orthopaedic Surgery, Sports Medicine; Physical Medicine & Rehabilitation, Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery",United States
PARAGON SPORTS MEDICINE LLC,(470) 270-8978,470-355-7133,3280 HOWELL MILL RD NW,STE 250,ATLANTA,GA,303274111,"Family Medicine, Sports Medicine",207QS0010X,0,,1891145561,NPI-2,2016-06-14,2023-03-07,CHARLES GARTEN,MD owner,"Preventive Medicine, Public Health & General Preventive Medicine; Family Medicine, Sports Medicine",United States
PAUL V SPIEGL MD LLC,(404) 566-8682,404-566-8683,3200 DOWNWOOD CIR NW STE 410,,ATLANTA,GA,303271624,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,0,,1679386205,NPI-2,2025-01-28,2025-01-28,PAUL SPIEGL,OWNER,"Orthopaedic Surgery, Foot and Ankle Surgery",United States
PEACHTREE ORTHOPAEDIC CLINIC PA,(404) 355-0743,,2001 PEACHTREE RD,SUITE 705,ATLANTA,GA,30309,Orthopaedic Surgery,207X00000X,0,,1811912611,NPI-2,2006-07-13,2017-11-14,SARANYA CHIARAVALLOTI,Director of Revenue Services,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Pediatric Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Pain Medicine, Interventional Pain Medicine; Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery",United States
"PERIMETER ORTHOPAEDICS, P.C.",(404) 255-5595,404-252-2780,5673 PEACHTREE DUNWOODY RD,SUITE 825,ATLANTA,GA,30342,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,0,,1275601171,NPI-2,2006-12-01,2021-09-24,PAUL SPIEGL,Physician,"Orthopaedic Surgery, Foot and Ankle Surgery",United States
PERIMETER SPINE & REHABILITATION CENTER LLC,(770) 392-9299,770-392-9298,7100 PEACHTREE DUNWOODY RD NE,SUITE 100,ATLANTA,GA,303281689,"Internal Medicine, Sports Medicine",207RS0010X,0,,1831422567,NPI-2,2009-09-14,2013-02-18,ATLEE WAMPLER,President,"Durable Medical Equipment & Medical Supplies, Customized Equipment; Internal Medicine, Sports Medicine",United States
PERIMETER SPINE AND REHABILITATION LLC,(770) 392-9299,,7100 PEACHTREE DUNWOODY RD NE,SUITE 100,ATLANTA,GA,303281689,"Pain Medicine, Interventional Pain Medicine",208VP0014X,0,,1801194022,NPI-2,2011-03-11,2011-08-03,ATLEE WAMPLER,OWNER,"Internal Medicine, Sports Medicine; Pain Medicine, Interventional Pain Medicine",United States
"PIEDMONT ORTHOPEDICS, LLC",(404) 352-1053,404-350-0840,105 COLLIER RD NW STE 2000,,ATLANTA,GA,303091734,Orthopaedic Surgery,207X00000X,0,,1114317062,NPI-2,2015-01-30,2021-08-10,CHRISTY AQUINO,Director Provider Enrollment,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Sports Medicine; Physical Medicine & Rehabilitation; Orthopaedic Surgery",United States
"PROVIDENCE FOOT & ANKLE CENTERS, P.C. INC.",(770) 745-4224,770-790-4752,3886 PRINCETON LAKES WAY SW,SUITE 140A,ATLANTA,GA,303315511,"Podiatrist, Foot & Ankle Surgery",213ES0103X,0,,1457508681,NPI-2,2008-08-19,2012-04-19,ADRIENNE ATKINSON-SNEED,CEO,"Podiatrist; Podiatrist, Radiology; Podiatrist, Sports Medicine; Podiatrist, Primary Podiatric Medicine; Podiatrist, Foot & Ankle Surgery",United States
"PROVIDENCE FOOT & ANKLE CENTERS, PC INC",(770) 745-4224,770-745-4228,4200 NORTHSIDE PKWY NW,BUILDING 8,ATLANTA,GA,303273054,"Podiatrist, Foot & Ankle Surgery",213ES0103X,0,,1437417722,NPI-2,2012-04-25,2012-04-25,ADRIENNE ATKINSON-SNEED,CEO,"Podiatrist; Podiatrist, Primary Podiatric Medicine; Podiatrist, Radiology; Podiatrist, Sports Medicine; Podiatrist, Foot & Ankle Surgery",United States
"RESURGENS, LLC",(404) 847-9999,404-531-8466,5671 PEACHTREE DUNWOODY RD STE 900,,ATLANTA,GA,303425022,Orthopaedic Surgery,207X00000X,0,,1295862928,NPI-2,2007-02-28,2022-03-15,VALERIE SPRINGER,Credentialing Manager,Orthopaedic Surgery,United States
"RESURGENS, LLC",(470) 773-6710,470-773-6711,3885 PRINCETON LAKES WAY SW STE 310,,ATLANTA,GA,303317100,Orthopaedic Surgery,207X00000X,0,,1902527021,NPI-2,2022-09-07,2025-03-12,VALERIE SPRINGER,Credentialing Manager,Orthopaedic Surgery,United States
"RESURGENS, LLC",(404) 847-9999,404-531-8466,5671 PEACHTREE DUNWOODY RD STE 900,,ATLANTA,GA,303425022,Orthopaedic Surgery,207X00000X,0,,1386697928,NPI-2,2006-05-17,2023-02-06,VALERIE SPRINGER,Credentialing Manager,Orthopaedic Surgery,United States
"SGA CARE OF GA II, LLC",(615) 386-0064,,10 GLENLAKE PKWY STE 130,,ATLANTA,GA,303283495,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1194288878,NPI-2,2019-04-10,2019-04-10,EDWARD LELAND EADIE,Director,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
"SGA CARE OF GA, LLC",(615) 386-0064,,10 GLENLAKE PKWY STE 130,,ATLANTA,GA,303283495,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1366905044,NPI-2,2019-04-10,2019-10-25,EDWARD LELAND EADIE,Director,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
SPINE CIN OF ATLANTA LLC,(615) 386-0064,615-386-0067,10 GLENLAKE PKWY STE 130A,,ATLANTA,GA,303283495,Orthopaedic Surgery,207X00000X,0,,1184122962,NPI-2,2018-01-26,2018-01-26,EDWARD EADIE,Director,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery",United States
"SPINECENTERSAVANNAH, LLC",(404) 351-5812,678-608-3217,1266 W PACES FERRY RD NW,BOX 437,ATLANTA,GA,303272306,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1588056873,NPI-2,2015-02-24,2015-02-24,JAMES CHAPPUIS,Orthopaedic & Spine Surgeon,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
THE EMORY CLINIC INC,(404) 778-2144,404-778-3002,1365 CLIFTON RD NE,,ATLANTA,GA,303221013,Internal Medicine,207R00000X,0,,1396798229,NPI-2,2006-05-19,2022-03-11,ADAM TRIBBETT,CORPORATE DIRECTOR,"Dentist, Oral and Maxillofacial Surgery; Transplant Surgery; Anesthesiology, Pain Medicine; Dermatology, Dermatopathology; Family Medicine, Geriatric Medicine; Internal Medicine, Cardiovascular Disease; Internal Medicine, Gastroenterology; Internal Medicine, Hematology & Oncology; Internal Medicine, Nephrology; Obstetrics & Gynecology, Maternal & Fetal Medicine; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Radiology, Diagnostic Radiology; Hospitalist; Durable Medical Equipment & Medical Supplies; Internal Medicine",United States
"THE EMORY CLINIC, INC",(404) 778-7000,,59 EXECUTIVE PARK S,,ATLANTA,GA,303292208,Orthopaedic Surgery,207X00000X,2,"JASON BARITEAU, M.D.; THOMAS BRADBURY, MD",1881848828,NPI-2,2008-11-04,2008-11-04,MIKE MASON,Operations Administrator,"Family Medicine, Sports Medicine; Neurological Surgery; Orthopaedic Surgery, Pediatric Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Orthopaedic Surgery",United States
"THE HAND AND UPPER EXTREMITY CENTER OF GA, PC",(404) 255-0226,404-256-8970,980 JOHNSON FERRY RD NE,SUITE 1020,ATLANTA,GA,303421626,"Orthopaedic Surgery, Hand Surgery",207XS0106X,0,,1083739437,NPI-2,2007-03-21,2025-09-16,DAWN LONG,ADMINISTRATOR,"Orthopaedic Surgery, Hand Surgery",United States
"THE PEDIATRIC HAND & UPPER EXTREMITY CENTER OF GEORGIA, LLC",(404) 255-0226,,980 JOHNSON FERRY RD NE,SUITE 1020,ATLANTA,GA,303421626,"Orthopaedic Surgery, Hand Surgery",207XS0106X,0,,1700105996,NPI-2,2010-05-27,2010-05-27,BRONIER COSTAS,Senior Partner/President,"Orthopaedic Surgery, Hand Surgery",United States
VIEWFI HEALTH CA PC,(404) 474-3762,,309 E PACES FERRY RD NE STE 625,,ATLANTA,GA,303053079,"Internal Medicine, Sports Medicine",207RS0010X,0,,1942953989,NPI-2,2022-01-31,2024-01-23,JOSHUA DINES,Director,"Internal Medicine, Sports Medicine",United States
VIEWFI HEALTH MI PC,(404) 474-3762,,309 E PACES FERRY RD NE STE 625,,ATLANTA,GA,303053079,"Internal Medicine, Sports Medicine",207RS0010X,0,,1154038040,NPI-2,2022-11-01,2024-01-23,ASHEESH BEDI,Director,"Internal Medicine, Sports Medicine",United States
VIEWFI HEALTH NATIONAL PROVIDER SERVICES LLC,(404) 474-3762,,309 E PACES FERRY RD NE STE 625,,ATLANTA,GA,303053079,"Internal Medicine, Sports Medicine",207RS0010X,0,,1639822679,NPI-2,2022-01-31,2024-01-23,MICHAEL WILLIAMSON,CEO,"Internal Medicine, Sports Medicine",United States
"VIEWFI HEALTH PENN, P. C.",(404) 474-3762,,309 E PACES FERRY RD NE STE 625,,ATLANTA,GA,303053079,"Internal Medicine, Sports Medicine",207RS0010X,0,,1154074193,NPI-2,2022-01-31,2025-07-31,CHRISTOPHER DODSON,Director,"Internal Medicine, Sports Medicine",United States
"VIEWFI HEALTH TEXAS, PLLC",(404) 474-3762,,309 E PACES FERRY RD NE STE 625,,ATLANTA,GA,303053079,"Internal Medicine, Sports Medicine",207RS0010X,0,,1205543097,NPI-2,2022-11-01,2024-01-23,JOSHUA DINES,Director,"Internal Medicine, Sports Medicine",United States
AUGUSTA ORTHOPAEDIC CLINIC PA,(706) 733-1107,706-733-8449,1521 ANTHONY RD,,AUGUSTA,GA,309044821,Orthopaedic Surgery,207X00000X,0,,1316908536,NPI-2,2006-03-29,2007-10-10,JODY BUGG,OFFICE MANAGER,Orthopaedic Surgery,United States
AUGUSTA ORTHOPEDIC & SPORTS MEDICINE SPECIALISTS PC,(706) 863-9797,706-860-7686,3650 J DEWEY GRAY CIR,,AUGUSTA,GA,309091867,Orthopaedic Surgery,207X00000X,4,"JUSTIN BUNDY, MD; DAVID DOMAN, M.D.; DAVID DOMAN, M.D.; DAVID DOMAN, M.D.",1457389504,NPI-2,2006-06-29,2023-01-11,ELLEN COLLEGE,Office Administrator,"Orthopaedic Surgery, Orthopaedic Trauma; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
AUGUSTA UNIVERSITY,(972) 367-4845,972-367-3451,1120 15TH ST # B132,,AUGUSTA,GA,309120004,"Family Medicine, Sports Medicine",207QS0010X,0,,1215711155,NPI-2,2023-08-22,2023-08-22,MOUZON BASS,Administrator/Agent,"Family Medicine, Sports Medicine",United States
CONTRACT PHYSICIAN SERVICES,(706) 774-7365,706-828-2389,1350 WALTON WAY,,AUGUSTA,GA,309012612,Orthopaedic Surgery,207X00000X,0,,1598843781,NPI-2,2006-11-02,2012-08-14,JULIE DEASON,DIRECTOR,"Internal Medicine, Infectious Disease; Nurse Practitioner; Orthopaedic Surgery",United States
"CSRA EMERGENCY PHYSICIANS, PC",(706) 651-2369,706-651-2364,3651 WHEELER ROAD,ER DEPT.,AUGUSTA,GA,30909,Emergency Medicine,207P00000X,0,,1447352778,NPI-2,2006-09-05,2007-10-04,WILLIAM NEWTON,MD/Owner,"Emergency Medicine, Emergency Medical Services; Emergency Medicine, Pediatric Emergency Medicine; Emergency Medicine, Sports Medicine; Family Medicine; Family Medicine, Adolescent Medicine; Family Medicine, Adult Medicine; Family Medicine, Geriatric Medicine; Family Medicine, Sports Medicine; Emergency Medicine",United States
"ORTHOATLANTA, LLC",(706) 774-2183,706-774-7002,1350 WALTON WAY,,AUGUSTA,GA,309012612,Orthopaedic Surgery,207X00000X,0,,1457194292,NPI-2,2024-06-18,2025-12-04,MICHAEL OCHAL,CEO,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
